;Id da Delegacia;Número do Bo;Ano do BO;Nome da Delegacia;Data do Sinistro;Dia do Sinistro;Mês do Sinistro;Ano do Sinistro;Ano/Mês do Sinistro;Dia da Semana;Hora do Sinistro;Turno;Município;Região Administrativa;Logradouro;Númeral / KM;Jurisdição;Administração;Conservação;Tipo de local do sinistro;latitude;longitude;Tipo de via;Pedestre envolvido;Automóvel envolvido;Bicicleta envolvida;Caminhão envolvido;Motocicleta envolvida;Ônibus  envolvido;Outros veículos envolvidos;Veículo envolvido não disponível;Tempo entre o Sinistro e o Óbito;Atropelamento;Capotamento;Choque;Colisão frontal;Colisão lateral;Colisão transversal;Colisão traseira;Outras colisões;Engavetamento;Tombamento;Outros sinistros;Quantidade de vítimas fatais;Tipo de Registro
21052;80504;785;2016;DEL.SEC.MARÍLIA PLANTÃO;2016-01-24 00:00:00;24;1;2016;2016/01;DOMINGO;18;NOITE;MARILIA;MARÍLIA;SPA 458/294;451;MUNICIPAL;PREFEITURA;PREFEITURA;PUBLICO;-22,18298771;-49,96339393;VIAS MUNICIPAIS;1;0;0;0;0;0;0;0;ATÉ 30 DIAS;0;0;0;0;0;0;0;0;0;0;0;1;SINISTRO FATAL
21278;80504;9048;2021;DEL.SEC.MARÍLIA PLANTÃO;2021-11-19 00:00:00;19;11;2021;2021/11;SEXTA;23;NOITE;MARILIA;MARÍLIA;SP 333;320;ESTADUAL;CONCESSIONÁRIA-ARTESP;ENTREVIAS;PUBLICO;-22,1184913;-49,93011041;RODOVIAS;0;0;0;0;1;0;0;0;ATÉ 30 DIAS;0;0;0;0;0;0;1;0;0;0;0;1;SINISTRO FATAL
21295;80504;1007454521;2023;DEL.SEC.MARÍLIA PLANTÃO;2023-10-10 00:00:00;10;10;2023;2023/10;TERÇA;18;NOITE;MARILIA;MARÍLIA;BR 153;255,4;FEDERAL;CONCESSIONÁRIA-ANTT;TRANSBRASILIANA;PUBLICO;-22,23392199;-49,9188591;RODOVIAS;0;1;0;0;1;0;0;0;ATÉ 30 DIAS;0;0;0;0;0;0;1;0;0;0;0;1;SINISTRO FATAL
21428;80504;8984;2021;DEL.SEC.MARÍLIA PLANTÃO;2021-11-17 00:00:00;17;11;2021;2021/11;QUARTA;18;NOITE;MARILIA;MARÍLIA;NAO DISPONIVEL;0;NAO DISPONIVEL;NAO DISPONIVEL;NAO DISPONIVEL;NAO DISPONIVEL;;;NAO DISPONIVEL;0;1;0;0;0;0;0;1;ATÉ 30 DIAS;0;0;0;0;0;0;0;0;0;0;1;1;SINISTRO FATAL
21439;80504;8984;2022;DEL.SEC.MARÍLIA PLANTÃO;2022-10-16 00:00:00;16;10;2022;2022/10;DOMINGO;23;NOITE;MARILIA;MARÍLIA;RUA DERMÂNIO DA SILVA LIMA;287;MUNICIPAL;PREFEITURA;PREFEITURA;PUBLICO;-22,19295577;-49,95439422;VIAS MUNICIPAIS;0;0;0;0;1;0;0;1;MAIS DE 30 DIAS;0;0;0;0;0;0;0;0;0;1;0;1;SINISTRO FATAL
21940;80504;4175;2018;DEL.SEC.MARÍLIA PLANTÃO;2018-04-28 00:00:00;28;4;2018;2018/04;SÁBADO;2;MADRUGADA;MARILIA;MARÍLIA;SP 333;326,1;ESTADUAL;CONCESSIONÁRIA-ARTESP;ENTREVIAS;PUBLICO;-22,168088;-49,965291;RODOVIAS;0;1;0;0;1;0;0;0;ATÉ 30 DIAS;0;0;0;0;0;0;1;0;0;0;0;1;SINISTRO FATAL
22070;80504;1672;2022;DEL.SEC.MARÍLIA PLANTÃO;2022-02-28 00:00:00;28;2;2022;2022/02;SEGUNDA;4;MADRUGADA;MARILIA;MARÍLIA;SP 294;446;ESTADUAL;CONCESSIONÁRIA-ARTESP;EIXOSP - PIPA;PUBLICO;-22,23167689;-49,92251105;RODOVIAS;0;1;0;0;1;0;0;0;ATÉ 30 DIAS;0;0;0;1;0;0;0;0;0;0;0;2;SINISTRO FATAL
22136;80504;9948;2017;DEL.SEC.MARÍLIA PLANTÃO;2017-09-09 00:00:00;9;9;2017;2017/09;SÁBADO;23;NOITE;MARILIA;MARÍLIA;AVENIDA SAMPAIO VIDAL;147;MUNICIPAL;PREFEITURA;PREFEITURA;PUBLICO;-22,230051;-49,942994;VIAS MUNICIPAIS;1;0;0;0;1;0;0;0;ATÉ 30 DIAS;0;0;0;0;0;0;0;0;0;0;0;1;SINISTRO FATAL
22223;80504;5149;2019;DEL.SEC.MARÍLIA PLANTÃO;2019-05-11 00:00:00;11;5;2019;2019/05;SÁBADO;6;MANHA;MARILIA;MARÍLIA;RUA HENRIQUE DIAS;1058;MUNICIPAL;PREFEITURA;PREFEITURA;PUBLICO;-22,201947;-49,950159;VIAS MUNICIPAIS;0;0;0;0;1;0;0;1;ATÉ 30 DIAS;0;0;0;0;0;0;0;0;0;0;1;1;SINISTRO FATAL
22280;80504;1011106999;2024;DEL.SEC.MARÍLIA PLANTÃO;2024-07-04 00:00:00;4;7;2024;2024/07;QUINTA;7;MANHA;MARILIA;MARÍLIA;SP 294;453,3;ESTADUAL;CONCESSIONÁRIA-ARTESP;ENTREVIAS;PUBLICO;-22,21943051;-49,96610074;RODOVIAS;0;1;0;1;0;0;0;0;ATÉ 30 DIAS;0;0;0;1;0;0;0;0;0;0;0;1;SINISTRO FATAL
22584;80504;9096;2016;DEL.SEC.MARÍLIA PLANTÃO;2016-09-11 00:00:00;11;9;2016;2016/09;DOMINGO;3;MADRUGADA;MARILIA;MARÍLIA;AVENIDA HIGINO MUZI FILHO;0;MUNICIPAL;PREFEITURA;PREFEITURA;PUBLICO;-22,231388;-49,967548;VIAS MUNICIPAIS;0;1;0;0;0;0;0;1;ATÉ 30 DIAS;0;0;1;0;0;0;0;0;0;0;0;1;SINISTRO FATAL
22672;80504;4196;2017;DEL.SEC.MARÍLIA PLANTÃO;2017-04-16 00:00:00;16;4;2017;2017/04;DOMINGO;13;TARDE;MARILIA;MARÍLIA;SP 294;456;ESTADUAL;CONCESSIONÁRIA-ARTESP;ENTREVIAS;PUBLICO;-22,19987914;-49,96507852;RODOVIAS;0;0;0;1;1;0;0;0;ATÉ 30 DIAS;0;0;0;0;0;0;0;0;0;0;0;1;SINISTRO FATAL
22689;80504;1006081117;2023;DEL.SEC.MARÍLIA PLANTÃO;2023-04-28 00:00:00;28;4;2023;2023/04;SEXTA;18;NOITE;MARILIA;MARÍLIA;SP 294;462,5;ESTADUAL;CONCESSIONÁRIA-ARTESP;EIXOSP - PIPA;PUBLICO;-22,15740944;-50,00502095;RODOVIAS;1;1;0;0;0;0;0;0;MAIS DE 30 DIAS;1;0;0;0;0;0;0;0;0;0;0;1;SINISTRO FATAL
22811;80504;1696;2016;DEL.SEC.MARÍLIA PLANTÃO;2016-02-18 00:00:00;18;2;2016;2016/02;QUINTA;6;MANHA;MARILIA;MARÍLIA;AVENIDA TIRADENTES;404;MUNICIPAL;PREFEITURA;PREFEITURA;PUBLICO;-22,221398;-49,940194;VIAS MUNICIPAIS;1;0;0;0;0;0;0;0;ATÉ 30 DIAS;0;0;0;0;0;0;0;0;0;0;0;1;SINISTRO FATAL
22921;80504;8504;2020;DEL.SEC.MARÍLIA PLANTÃO;2020-11-10 00:00:00;10;11;2020;2020/11;TERÇA;2;MADRUGADA;MARILIA;MARÍLIA;SP 294;448,3;ESTADUAL;CONCESSIONÁRIA-ARTESP;EIXOSP - PIPA;PUBLICO;-22,22811043;-49,9445167;RODOVIAS;1;0;0;1;0;0;0;0;ATÉ 30 DIAS;1;0;0;0;0;0;0;0;0;0;0;1;SINISTRO FATAL
23390;80504;5155;2022;DEL.SEC.MARÍLIA PLANTÃO;2022-06-19 00:00:00;19;6;2022;2022/06;DOMINGO;0;MADRUGADA;MARILIA;MARÍLIA;AVENIDA KEIJI AKUTAGAWA;433;MUNICIPAL;PREFEITURA;PREFEITURA;PUBLICO;-22,22120348;-49,96621756;VIAS MUNICIPAIS;0;0;0;0;1;0;0;1;ATÉ 30 DIAS;0;0;0;0;0;0;0;0;0;1;0;1;SINISTRO FATAL
23631;80504;353;2021;DEL.SEC.MARÍLIA PLANTÃO;2021-01-13 00:00:00;13;1;2021;2021/01;QUARTA;14;TARDE;MARILIA;MARÍLIA;SP 333;338,2;ESTADUAL;CONCESSIONÁRIA-ARTESP;ENTREVIAS;PUBLICO;-22,26771583;-49,99784585;RODOVIAS;0;1;0;0;0;0;0;0;ATÉ 30 DIAS;0;0;0;0;0;1;0;0;0;0;0;3;SINISTRO FATAL
23810;80504;11700;2015;DEL.SEC.MARÍLIA PLANTÃO;2015-11-16 00:00:00;16;11;2015;2015/11;SEGUNDA;0;NAO DISPONIVEL;MARILIA;MARÍLIA;AVENIDA SAO LUIS;1546;MUNICIPAL;PREFEITURA;PREFEITURA;PUBLICO;-22,210018;-49,953303;VIAS MUNICIPAIS;0;0;0;0;1;0;0;0;ATÉ 30 DIAS;0;0;0;0;0;0;0;0;0;0;0;1;SINISTRO FATAL
23818;90500;6474;2021;DEL.SEC.PRES.PRUDENTE PLANTÃO;2021-12-24 00:00:00;24;12;2021;2021/12;SEXTA;11;MANHA;MARILIA;MARÍLIA;SP 294;0;ESTADUAL;CONCESSIONÁRIA-ARTESP;NAO DISPONIVEL;PUBLICO;;;RODOVIAS;0;1;0;0;0;0;0;1;ATÉ 30 DIAS;0;1;0;0;0;0;0;0;0;0;0;1;SINISTRO FATAL
23962;80504;10766;2019;DEL.SEC.MARÍLIA PLANTÃO;2019-10-15 00:00:00;15;10;2019;2019/10;TERÇA;6;MANHA;MARILIA;MARÍLIA;NAO DISPONIVEL;0;NAO DISPONIVEL;NAO DISPONIVEL;NAO DISPONIVEL;PUBLICO;;;NAO DISPONIVEL;0;0;1;0;0;0;0;1;ATÉ 30 DIAS;0;0;0;0;0;0;0;0;0;1;0;1;SINISTRO FATAL
24069;80504;1009013103;2024;DEL.SEC.MARÍLIA PLANTÃO;2024-02-08 00:00:00;8;2;2024;2024/02;QUINTA;19;NOITE;MARILIA;MARÍLIA;SP 294;446;ESTADUAL;CONCESSIONÁRIA-ARTESP;EIXOSP - PIPA;PUBLICO;-22,23167689;-49,92251105;RODOVIAS;1;1;0;0;0;0;0;0;ATÉ 30 DIAS;1;0;0;0;0;0;0;0;0;0;0;1;SINISTRO FATAL
24202;80504;2678;2021;DEL.SEC.MARÍLIA PLANTÃO;2021-04-04 00:00:00;4;4;2021;2021/04;DOMINGO;8;MANHA;MARILIA;MARÍLIA;NAO DISPONIVEL;0;NAO DISPONIVEL;NAO DISPONIVEL;NAO DISPONIVEL;NAO DISPONIVEL;;;NAO DISPONIVEL;0;0;1;0;0;0;0;1;ATÉ 30 DIAS;0;0;0;0;0;0;0;0;0;0;1;1;SINISTRO FATAL
24268;80504;1009253959;2024;DEL.SEC.MARÍLIA PLANTÃO;2024-02-25 00:00:00;25;2;2024;2024/02;DOMINGO;16;TARDE;MARILIA;MARÍLIA;SP 294;454,4;ESTADUAL;CONCESSIONÁRIA-ARTESP;ENTREVIAS;PUBLICO;-22,2090038;-49,9633548;RODOVIAS;0;1;0;0;0;0;0;1;ATÉ 30 DIAS;0;0;1;0;0;0;0;0;0;0;0;1;SINISTRO FATAL
24300;80504;2671;2022;DEL.SEC.MARÍLIA PLANTÃO;2022-02-26 00:00:00;26;2;2022;2022/02;SÁBADO;0;NAO DISPONIVEL;MARILIA;MARÍLIA;NAO DISPONIVEL;0;NAO DISPONIVEL;NAO DISPONIVEL;NAO DISPONIVEL;NAO DISPONIVEL;;;NAO DISPONIVEL;0;0;0;0;1;0;0;1;MAIS DE 30 DIAS;0;0;0;0;0;0;0;0;0;1;0;1;SINISTRO FATAL
24302;80504;1002339010;2022;DEL.SEC.MARÍLIA PLANTÃO;2022-08-23 00:00:00;23;8;2022;2022/08;TERÇA;15;TARDE;MARILIA;MARÍLIA;BR 153;216;FEDERAL;CONCESSIONÁRIA-ANTT;TRANSBRASILIANA;PUBLICO;-21,95981522;-49,92282481;RODOVIAS;0;0;0;1;0;0;0;0;ATÉ 30 DIAS;0;0;0;0;0;0;1;0;0;0;0;1;SINISTRO FATAL
24370;80504;1006438771;2023;DEL.SEC.MARÍLIA PLANTÃO;2023-07-22 00:00:00;22;7;2023;2023/07;SÁBADO;17;TARDE;MARILIA;MARÍLIA;SP 294;460,05;ESTADUAL;CONCESSIONÁRIA-ARTESP;EIXOSP - PIPA;PUBLICO;-22,16906527;-49,98654897;RODOVIAS;0;0;0;0;1;1;0;0;ATÉ 30 DIAS;0;0;0;0;0;0;0;0;0;1;0;1;SINISTRO FATAL
24429;80504;377;2015;DEL.SEC.MARÍLIA PLANTÃO;2015-01-11 00:00:00;11;1;2015;2015/01;DOMINGO;20;NOITE;MARILIA;MARÍLIA;BR 153;228,2;MUNICIPAL;PREFEITURA;PREFEITURA;PUBLICO;-22,06738794;-49,90173162;VIAS MUNICIPAIS;0;0;0;0;1;0;0;0;ATÉ 30 DIAS;0;0;0;0;0;0;0;0;0;0;0;1;SINISTRO FATAL
24466;80504;374;2015;DEL.SEC.MARÍLIA PLANTÃO;2015-01-11 00:00:00;11;1;2015;2015/01;DOMINGO;21;NOITE;MARILIA;MARÍLIA;RUA DERMANIO DA SILVA LIMA;273;MUNICIPAL;PREFEITURA;PREFEITURA;PUBLICO;-22,1936006;-49,9553015;VIAS MUNICIPAIS;1;0;0;0;0;0;0;0;ATÉ 30 DIAS;0;0;0;0;0;0;0;0;0;0;0;1;SINISTRO FATAL
25016;80504;3633;2021;DEL.SEC.MARÍLIA PLANTÃO;2021-05-14 00:00:00;14;5;2021;2021/05;SEXTA;14;TARDE;MARILIA;MARÍLIA;AVENIDA DAS ESMERALDAS;100;MUNICIPAL;PREFEITURA;PREFEITURA;PUBLICO;-22,22097359;-49,94028276;VIAS MUNICIPAIS;0;0;0;0;1;0;0;1;ATÉ 30 DIAS;0;0;0;0;0;0;0;0;0;1;0;1;SINISTRO FATAL
25088;80504;1230;2018;DEL.SEC.MARÍLIA PLANTÃO;2018-02-04 00:00:00;4;2;2018;2018/02;DOMINGO;17;TARDE;MARILIA;MARÍLIA;VICINAL MARIÍLIA/ROSALIA;0;MUNICIPAL;PREFEITURA;PREFEITURA;PUBLICO;-22,030094;-49,962211;VIAS MUNICIPAIS;0;1;0;0;0;0;0;1;ATÉ 30 DIAS;0;1;0;0;0;0;0;0;0;0;0;1;SINISTRO FATAL
25175;80504;3671;2019;DEL.SEC.MARÍLIA PLANTÃO;2019-04-12 00:00:00;12;4;2019;2019/04;SEXTA;22;NOITE;MARILIA;MARÍLIA;SP 294;456;ESTADUAL;CONCESSIONÁRIA-ARTESP;ENTREVIAS;PUBLICO;-22,19528214;-49,96601416;RODOVIAS;1;0;0;1;0;0;0;0;ATÉ 30 DIAS;1;0;0;0;0;0;0;0;0;0;0;1;SINISTRO FATAL
25457;80504;1268;2017;DEL.SEC.MARÍLIA PLANTÃO;2017-02-05 00:00:00;5;2;2017;2017/02;DOMINGO;5;MADRUGADA;MARILIA;MARÍLIA;SP 333;341;ESTADUAL;CONCESSIONÁRIA-ARTESP;ENTREVIAS;PUBLICO;-22,28854539;-50,01129476;RODOVIAS;0;0;0;1;1;0;0;0;ATÉ 30 DIAS;0;0;0;0;0;0;0;0;0;0;0;1;SINISTRO FATAL
25780;80504;6159;2019;DEL.SEC.MARÍLIA PLANTÃO;2019-06-14 00:00:00;14;6;2019;2019/06;SEXTA;13;TARDE;MARILIA;MARÍLIA;RUA BENEDITO ALVES DELFINO;2850;MUNICIPAL;PREFEITURA;PREFEITURA;PUBLICO;-22,158526;-49,951561;VIAS MUNICIPAIS;0;0;0;0;1;0;0;1;ATÉ 30 DIAS;0;0;1;0;0;0;0;0;0;0;0;1;SINISTRO FATAL
25832;80504;6155;2015;DEL.SEC.MARÍLIA PLANTÃO;2015-06-19 00:00:00;19;6;2015;2015/06;SEXTA;9;MANHA;MARILIA;MARÍLIA;RUA AZIZ ATALA;0;MUNICIPAL;PREFEITURA;PREFEITURA;PUBLICO;-22,22623031;-49,93633631;VIAS MUNICIPAIS;0;0;0;0;1;0;0;0;ATÉ 30 DIAS;0;0;0;0;0;0;0;0;0;0;0;1;SINISTRO FATAL
25859;80504;3654;2015;DEL.SEC.MARÍLIA PLANTÃO;2015-04-11 00:00:00;11;4;2015;2015/04;SÁBADO;1;MADRUGADA;MARILIA;MARÍLIA;AVENIDA BRIGADEIRO EDUARDO GOMES;0;MUNICIPAL;PREFEITURA;PREFEITURA;PUBLICO;-22,21201603;-49,93939478;VIAS MUNICIPAIS;0;1;0;0;0;0;0;0;ATÉ 30 DIAS;0;0;0;0;0;0;0;0;0;0;0;1;SINISTRO FATAL
26106;80504;1008812711;2024;DEL.SEC.MARÍLIA PLANTÃO;2024-01-24 00:00:00;24;1;2024;2024/01;QUARTA;18;NOITE;MARILIA;MARÍLIA;RUA JOÃO FLORÊNCIO DE CARVALHO;209;MUNICIPAL;PREFEITURA;PREFEITURA;PUBLICO;-22,20656807;-49,96798902;VIAS MUNICIPAIS;0;0;0;1;1;0;0;0;ATÉ 30 DIAS;0;0;1;0;0;0;0;0;0;0;0;1;SINISTRO FATAL
26664;80504;12887;2015;DEL.SEC.MARÍLIA PLANTÃO;2015-12-19 00:00:00;19;12;2015;2015/12;SÁBADO;21;NOITE;MARILIA;MARÍLIA;SPA 458/294;447;MUNICIPAL;PREFEITURA;PREFEITURA;PUBLICO;-22,18298771;-49,96339393;VIAS MUNICIPAIS;1;0;0;0;0;0;0;0;ATÉ 30 DIAS;0;0;0;0;0;0;0;0;0;0;0;1;SINISTRO FATAL
26711;80504;3673;2019;DEL.SEC.MARÍLIA PLANTÃO;2019-04-12 00:00:00;12;4;2019;2019/04;SEXTA;23;NOITE;MARILIA;MARÍLIA;SP 294;444,7;ESTADUAL;CONCESSIONÁRIA-ARTESP;EIXOSP - PIPA;PUBLICO;-22,22877095;-49,90879576;RODOVIAS;1;0;0;1;0;0;0;0;ATÉ 30 DIAS;1;0;0;0;0;0;0;0;0;0;0;1;SINISTRO FATAL
26727;80504;1006119966;2023;DEL.SEC.MARÍLIA PLANTÃO;2023-06-26 00:00:00;26;6;2023;2023/06;SEGUNDA;22;NOITE;MARILIA;MARÍLIA;SP 294;457,8;ESTADUAL;CONCESSIONÁRIA-ARTESP;ENTREVIAS;PUBLICO;-22,18125043;-49,97250837;RODOVIAS;0;0;0;1;1;0;0;0;ATÉ 30 DIAS;0;0;0;0;0;0;1;0;0;0;0;1;SINISTRO FATAL
27600;80504;2279;2018;DEL.SEC.MARÍLIA PLANTÃO;2018-03-05 00:00:00;5;3;2018;2018/03;SEGUNDA;21;NOITE;MARILIA;MARÍLIA;SP 294;443,3;ESTADUAL;CONCESSIONÁRIA-ARTESP;EIXOSP - PIPA;PUBLICO;-22,22540952;-49,89368616;RODOVIAS;0;1;0;0;1;0;0;0;ATÉ 30 DIAS;0;0;0;0;0;0;1;0;0;0;0;1;SINISTRO FATAL
27936;80504;12834;2019;DEL.SEC.MARÍLIA PLANTÃO;2019-12-07 00:00:00;7;12;2019;2019/12;SÁBADO;20;NOITE;MARILIA;MARÍLIA;SP 333;334;ESTADUAL;CONCESSIONÁRIA-ARTESP;ENTREVIAS;PUBLICO;-22,23539899;-49,97172118;RODOVIAS;0;1;0;0;0;0;0;1;ATÉ 30 DIAS;0;0;1;0;0;0;0;0;0;0;0;1;SINISTRO FATAL
28341;80504;5630;2021;DEL.SEC.MARÍLIA PLANTÃO;2021-07-27 00:00:00;27;7;2021;2021/07;TERÇA;18;NOITE;MARILIA;MARÍLIA;SP 294;458;ESTADUAL;CONCESSIONÁRIA-ARTESP;EIXOSP - PIPA;PUBLICO;-22,17954503;-49,9722351;RODOVIAS;0;0;0;1;1;0;0;0;ATÉ 30 DIAS;0;0;1;0;0;0;0;0;0;0;0;1;SINISTRO FATAL
28471;80504;1005409816;2023;DEL.SEC.MARÍLIA PLANTÃO;2023-05-01 00:00:00;1;5;2023;2023/05;SEGUNDA;1;MADRUGADA;MARILIA;MARÍLIA;SP 333;326,5;ESTADUAL;CONCESSIONÁRIA-ARTESP;ENTREVIAS;PUBLICO;-22,17237662;-49,96799914;RODOVIAS;0;0;0;0;1;0;0;1;ATÉ 30 DIAS;0;0;1;0;0;0;0;0;0;0;0;1;SINISTRO FATAL
28616;80504;5625;2022;DEL.SEC.MARÍLIA PLANTÃO;2022-06-26 00:00:00;26;6;2022;2022/06;DOMINGO;2;MADRUGADA;MARILIA;MARÍLIA;AVENIDA TOMÉ DE SOUZA;1049;MUNICIPAL;PREFEITURA;PREFEITURA;PUBLICO;-22,24825054;-49,93876965;VIAS MUNICIPAIS;0;0;0;0;1;0;0;1;ATÉ 30 DIAS;0;0;1;0;0;0;0;0;0;0;0;1;SINISTRO FATAL
28782;80504;13417;2017;DEL.SEC.MARÍLIA PLANTÃO;2017-12-09 00:00:00;9;12;2017;2017/12;SÁBADO;22;NOITE;MARILIA;MARÍLIA;SP 333;322,9;ESTADUAL;CONCESSIONÁRIA-ARTESP;ENTREVIAS;PUBLICO;-22,13469886;-49,94497784;RODOVIAS;0;1;0;0;0;0;0;0;ATÉ 30 DIAS;0;0;0;0;0;0;0;0;0;0;0;2;SINISTRO FATAL
29175;80504;1009305705;2024;DEL.SEC.MARÍLIA PLANTÃO;2024-01-15 00:00:00;15;1;2024;2024/01;SEGUNDA;7;MANHA;MARILIA;MARÍLIA;RUA VITORIO SALVIANO RODRIGUES;323;MUNICIPAL;PREFEITURA;PREFEITURA;PUBLICO;-22,16066952;-49,94742456;VIAS MUNICIPAIS;0;0;0;0;1;0;0;0;MAIS DE 30 DIAS;0;0;1;0;0;0;0;0;0;0;0;1;SINISTRO FATAL
29486;80504;1006012279;2023;DEL.SEC.MARÍLIA PLANTÃO;2023-06-18 00:00:00;18;6;2023;2023/06;DOMINGO;14;TARDE;MARILIA;MARÍLIA;SP 294;451,8;ESTADUAL;CONCESSIONÁRIA-ARTESP;ENTREVIAS;PUBLICO;-22,23051422;-49,97018245;RODOVIAS;0;1;0;1;0;0;0;0;ATÉ 30 DIAS;0;0;0;1;0;0;0;0;0;0;0;1;SINISTRO FATAL
29601;80504;1003751441;2022;DEL.SEC.MARÍLIA PLANTÃO;2022-12-16 00:00:00;16;12;2022;2022/12;SEXTA;22;NOITE;MARILIA;MARÍLIA;SP 333;338;ESTADUAL;CONCESSIONÁRIA-ARTESP;ENTREVIAS;PUBLICO;-22,26611644;-49,99685609;RODOVIAS;0;0;1;0;0;1;0;0;ATÉ 30 DIAS;1;0;0;0;0;0;0;0;0;0;0;1;SINISTRO FATAL
29690;80504;1008079194;2023;DEL.SEC.MARÍLIA PLANTÃO;2023-11-28 00:00:00;28;11;2023;2023/11;TERÇA;23;NOITE;MARILIA;MARÍLIA;AVENIDA REPÚBLICA;1881;MUNICIPAL;PREFEITURA;PREFEITURA;PUBLICO;-22,20576418;-49,95128156;VIAS MUNICIPAIS;0;0;0;0;1;1;0;0;ATÉ 30 DIAS;0;0;0;0;0;1;0;0;0;0;0;1;SINISTRO FATAL
30050;80504;3271;2016;DEL.SEC.MARÍLIA PLANTÃO;2016-04-03 00:00:00;3;4;2016;2016/04;DOMINGO;2;MADRUGADA;MARILIA;MARÍLIA;SP 294;454;ESTADUAL;CONCESSIONÁRIA-ARTESP;ENTREVIAS;PUBLICO;-22,21433524;-49,96427014;RODOVIAS;0;1;0;0;0;0;0;0;ATÉ 30 DIAS;0;0;0;0;0;0;0;0;0;0;0;1;SINISTRO FATAL
30654;80504;11465;2017;DEL.SEC.MARÍLIA PLANTÃO;2017-10-19 00:00:00;19;10;2017;2017/10;QUINTA;17;TARDE;MARILIA;MARÍLIA;BR 153;258,2;MUNICIPAL;PREFEITURA;PREFEITURA;PUBLICO;-22,25421856;-49,92171555;VIAS MUNICIPAIS;1;0;0;1;0;0;0;0;ATÉ 30 DIAS;0;0;0;0;0;0;0;0;0;0;0;1;SINISTRO FATAL
30667;80504;6636;2017;DEL.SEC.MARÍLIA PLANTÃO;2017-06-17 00:00:00;17;6;2017;2017/06;SÁBADO;9;MANHA;MARILIA;MARÍLIA;SP 333;349;ESTADUAL;CONCESSIONÁRIA-ARTESP;ENTREVIAS;PUBLICO;-22,31383695;-50,07561515;RODOVIAS;0;0;0;1;0;0;0;0;ATÉ 30 DIAS;0;0;0;0;0;0;0;0;0;0;0;2;SINISTRO FATAL
30672;80504;1738;2019;DEL.SEC.MARÍLIA PLANTÃO;2019-02-18 00:00:00;18;2;2019;2019/02;SEGUNDA;20;NOITE;MARILIA;MARÍLIA;SP 333;349;ESTADUAL;CONCESSIONÁRIA-ARTESP;ENTREVIAS;PUBLICO;-22,31403511;-50,07617807;RODOVIAS;0;0;0;1;0;0;0;0;ATÉ 30 DIAS;0;0;0;1;0;0;0;0;0;0;0;1;SINISTRO FATAL
30826;80504;864;2016;DEL.SEC.MARÍLIA PLANTÃO;2016-01-26 00:00:00;26;1;2016;2016/01;TERÇA;18;NOITE;MARILIA;MARÍLIA;RUA OTAVIO ROBERTO RAMOS;76;MUNICIPAL;PREFEITURA;PREFEITURA;PUBLICO;-22,17632;-49,95577;VIAS MUNICIPAIS;0;0;0;0;1;0;0;0;ATÉ 30 DIAS;0;0;0;0;0;0;0;0;0;0;0;1;SINISTRO FATAL
30883;80504;860;2021;DEL.SEC.MARÍLIA PLANTÃO;2021-01-29 00:00:00;29;1;2021;2021/01;SEXTA;18;NOITE;MARILIA;MARÍLIA;SP 294;465,15;ESTADUAL;CONCESSIONÁRIA-ARTESP;EIXOSP - PIPA;PUBLICO;-22,15842801;-50,02985349;RODOVIAS;0;1;0;0;0;0;0;0;ATÉ 30 DIAS;0;0;0;0;0;1;0;0;0;0;0;2;SINISTRO FATAL
30907;80504;9126;2019;DEL.SEC.MARÍLIA PLANTÃO;2019-09-03 00:00:00;3;9;2019;2019/09;TERÇA;14;TARDE;MARILIA;MARÍLIA;SP 294;453;ESTADUAL;CONCESSIONÁRIA-ARTESP;ENTREVIAS;PUBLICO;-22,22068602;-49,96652563;RODOVIAS;0;0;0;0;1;0;0;1;ATÉ 30 DIAS;0;0;0;0;0;0;0;0;0;1;0;1;SINISTRO FATAL
30954;80504;4229;2018;DEL.SEC.MARÍLIA PLANTÃO;2018-04-30 00:00:00;30;4;2018;2018/04;SEGUNDA;3;MADRUGADA;MARILIA;MARÍLIA;SP 333;340,7;ESTADUAL;CONCESSIONÁRIA-ARTESP;ENTREVIAS;PUBLICO;-22,287296;-50,010132;RODOVIAS;0;1;0;0;0;0;0;0;ATÉ 30 DIAS;0;0;0;0;0;1;0;0;0;0;0;1;SINISTRO FATAL
30955;80504;4229;2021;DEL.SEC.MARÍLIA PLANTÃO;2021-06-07 00:00:00;7;6;2021;2021/06;SEGUNDA;17;TARDE;MARILIA;MARÍLIA;SP 333;326,6;ESTADUAL;CONCESSIONÁRIA-ARTESP;ENTREVIAS;PUBLICO;-22,17344539;-49,96866745;RODOVIAS;0;0;0;1;1;0;0;0;ATÉ 30 DIAS;0;0;0;0;0;1;0;0;0;0;0;1;SINISTRO FATAL
31078;80504;1008851070;2024;DEL.SEC.MARÍLIA PLANTÃO;2024-01-28 00:00:00;28;1;2024;2024/01;DOMINGO;18;NOITE;MARILIA;MARÍLIA;AVENIDA JOÃO RAMALHO;1954;MUNICIPAL;PREFEITURA;PREFEITURA;PUBLICO;-22,24539752;-49,92864303;VIAS MUNICIPAIS;1;0;0;0;1;0;0;0;ATÉ 30 DIAS;1;0;0;0;0;0;0;0;0;0;0;1;SINISTRO FATAL
